time,temperature_2m (°F),relative_humidity_2m (%),precipitation (inch),rain (inch),snowfall (inch),snow_depth (ft),et0_fao_evapotranspiration (inch)
2023-03-03T08:00,15.5,82,0.000,0.000,0.000,1.345,0.000
2023-03-03T09:00,16.2,81,0.000,0.000,0.000,1.345,0.000
2023-03-03T10:00,21.8,71,0.000,0.000,0.000,1.345,0.002
2023-03-03T11:00,28.5,59,0.000,0.000,0.000,1.345,0.004
2023-03-03T12:00,35.0,51,0.000,0.000,0.000,1.345,0.006
2023-03-03T13:00,40.5,45,0.000,0.000,0.000,1.345,0.007
2023-03-03T14:00,43.4,39,0.000,0.000,0.000,1.312,0.008
2023-03-03T15:00,44.9,32,0.000,0.000,0.000,1.312,0.008
2023-03-03T16:00,44.9,33,0.000,0.000,0.000,1.312,0.007
2023-03-03T17:00,42.8,41,0.000,0.000,0.000,1.312,0.004
2023-03-03T18:00,37.8,56,0.000,0.000,0.000,1.312,0.002
2023-03-03T19:00,34.8,67,0.000,0.000,0.000,1.312,0.001
2023-03-03T20:00,32.0,76,0.000,0.000,0.000,1.312,0.000
2023-03-03T21:00,30.7,79,0.000,0.000,0.000,1.280,0.000
2023-03-03T22:00,30.2,79,0.000,0.000,0.000,1.280,0.000
2023-03-03T23:00,29.4,79,0.000,0.000,0.000,1.280,0.000
2023-03-04T00:00,28.2,78,0.000,0.000,0.000,1.280,0.000
2023-03-04T01:00,26.6,79,0.000,0.000,0.000,1.280,0.000
2023-03-04T02:00,25.1,80,0.000,0.000,0.000,1.280,0.000
2023-03-04T03:00,23.4,83,0.000,0.000,0.000,1.280,0.000
2023-03-04T04:00,21.9,85,0.000,0.000,0.000,1.280,0.000
2023-03-04T05:00,20.8,88,0.000,0.000,0.000,1.280,0.000
2023-03-04T06:00,20.3,87,0.000,0.000,0.000,1.280,0.000
2023-03-04T07:00,20.9,85,0.000,0.000,0.000,1.280,0.000
2023-03-04T08:00,21.2,82,0.000,0.000,0.000,1.280,0.001
2023-03-04T09:00,23.6,73,0.000,0.000,0.000,1.280,0.001
2023-03-04T10:00,28.6,63,0.000,0.000,0.000,1.280,0.002
2023-03-04T11:00,35.9,53,0.000,0.000,0.000,1.280,0.004
2023-03-04T12:00,39.6,49,0.000,0.000,0.000,1.280,0.004
2023-03-04T13:00,40.2,48,0.000,0.000,0.000,1.280,0.005
2023-03-04T14:00,39.6,52,0.000,0.000,0.000,1.280,0.006
2023-03-04T15:00,36.9,51,0.000,0.000,0.000,1.280,0.005
2023-03-04T16:00,35.5,52,0.000,0.000,0.000,1.247,0.005
2023-03-04T17:00,33.3,52,0.000,0.000,0.000,1.247,0.004
2023-03-04T18:00,30.4,56,0.000,0.000,0.000,1.247,0.002
2023-03-04T19:00,27.1,65,0.000,0.000,0.000,1.247,0.001
2023-03-04T20:00,27.9,69,0.000,0.000,0.000,1.247,0.001
2023-03-04T21:00,26.7,70,0.000,0.000,0.000,1.247,0.000
2023-03-04T22:00,26.0,73,0.000,0.000,0.000,1.247,0.000
2023-03-04T23:00,23.9,79,0.000,0.000,0.000,1.247,0.000
2023-03-05T00:00,22.2,82,0.000,0.000,0.000,1.247,0.000
2023-03-05T01:00,22.3,78,0.008,0.000,0.055,1.247,0.000
2023-03-05T02:00,21.2,80,0.008,0.000,0.055,1.247,0.000
2023-03-05T03:00,19.8,80,0.000,0.000,0.000,1.247,0.000
2023-03-05T04:00,16.0,85,0.000,0.000,0.000,1.247,0.000
2023-03-05T05:00,14.1,84,0.000,0.000,0.000,1.247,0.000
2023-03-05T06:00,12.7,82,0.000,0.000,0.000,1.247,0.000
2023-03-05T07:00,12.0,79,0.000,0.000,0.000,1.247,0.000
2023-03-05T08:00,10.2,80,0.000,0.000,0.000,1.247,0.000
2023-03-05T09:00,13.5,78,0.000,0.000,0.000,1.247,0.000
2023-03-05T10:00,18.5,69,0.000,0.000,0.000,1.247,0.001
2023-03-05T11:00,20.3,63,0.004,0.000,0.028,1.247,0.002
2023-03-05T12:00,20.9,60,0.004,0.000,0.028,1.247,0.003
2023-03-05T13:00,20.9,63,0.008,0.000,0.055,1.247,0.003
2023-03-05T14:00,20.8,57,0.004,0.000,0.028,1.247,0.003
2023-03-05T15:00,21.2,53,0.000,0.000,0.000,1.247,0.003
2023-03-05T16:00,21.4,48,0.000,0.000,0.000,1.247,0.004
2023-03-05T17:00,20.3,52,0.000,0.000,0.000,1.247,0.002
2023-03-05T18:00,19.1,55,0.000,0.000,0.000,1.247,0.001
2023-03-05T19:00,15.6,69,0.000,0.000,0.000,1.247,0.000
2023-03-05T20:00,13.3,73,0.000,0.000,0.000,1.247,0.000
2023-03-05T21:00,11.1,75,0.000,0.000,0.000,1.247,0.000
2023-03-05T22:00,7.7,77,0.000,0.000,0.000,1.247,0.000
2023-03-05T23:00,4.3,79,0.000,0.000,0.000,1.247,0.000
2023-03-06T00:00,4.4,79,0.000,0.000,0.000,1.247,0.000
2023-03-06T01:00,3.1,78,0.000,0.000,0.000,1.247,0.000
2023-03-06T02:00,0.1,79,0.000,0.000,0.000,1.247,0.000
2023-03-06T03:00,1.5,78,0.000,0.000,0.000,1.247,0.000
2023-03-06T04:00,-0.5,79,0.000,0.000,0.000,1.247,0.000
2023-03-06T05:00,-0.8,80,0.000,0.000,0.000,1.247,0.000
2023-03-06T06:00,-1.3,82,0.000,0.000,0.000,1.247,0.000
2023-03-06T07:00,-0.6,82,0.000,0.000,0.000,1.247,0.000
2023-03-06T08:00,-1.9,83,0.000,0.000,0.000,1.247,0.000
2023-03-06T09:00,3.1,81,0.000,0.000,0.000,1.247,0.000
2023-03-06T10:00,7.6,73,0.000,0.000,0.000,1.247,0.001
2023-03-06T11:00,13.0,62,0.000,0.000,0.000,1.247,0.002
2023-03-06T12:00,17.3,55,0.000,0.000,0.000,1.247,0.003
2023-03-06T13:00,19.8,53,0.000,0.000,0.000,1.247,0.003
2023-03-06T14:00,22.1,51,0.000,0.000,0.000,1.247,0.004
2023-03-06T15:00,23.4,51,0.000,0.000,0.000,1.247,0.003
2023-03-06T16:00,24.7,51,0.000,0.000,0.000,1.247,0.003
2023-03-06T17:00,23.4,58,0.000,0.000,0.000,1.247,0.002
2023-03-06T18:00,21.8,66,0.000,0.000,0.000,1.214,0.001
2023-03-06T19:00,21.3,67,0.000,0.000,0.000,1.247,0.001
2023-03-06T20:00,18.5,76,0.004,0.000,0.028,1.247,0.000
2023-03-06T21:00,17.4,80,0.000,0.000,0.000,1.247,0.000
2023-03-06T22:00,17.1,82,0.004,0.000,0.028,1.247,0.000
2023-03-06T23:00,17.8,81,0.004,0.000,0.028,1.247,0.000
2023-03-07T00:00,16.0,86,0.004,0.000,0.028,1.247,0.000
2023-03-07T01:00,16.4,84,0.004,0.000,0.028,1.247,0.000
2023-03-07T02:00,17.1,85,0.004,0.000,0.028,1.247,0.000
2023-03-07T03:00,17.5,86,0.000,0.000,0.000,1.247,0.000
2023-03-07T04:00,16.7,90,0.000,0.000,0.000,1.247,0.000
2023-03-07T05:00,16.4,90,0.000,0.000,0.000,1.247,0.000
2023-03-07T06:00,16.2,90,0.000,0.000,0.000,1.247,0.000
2023-03-07T07:00,16.0,89,0.000,0.000,0.000,1.247,0.000
2023-03-07T08:00,15.8,90,0.000,0.000,0.000,1.247,0.000
2023-03-07T09:00,15.7,89,0.000,0.000,0.000,1.247,0.000
2023-03-07T10:00,17.6,81,0.000,0.000,0.000,1.247,0.001
2023-03-07T11:00,20.3,69,0.000,0.000,0.000,1.247,0.003
2023-03-07T12:00,23.2,60,0.000,0.000,0.000,1.247,0.004
2023-03-07T13:00,25.8,54,0.000,0.000,0.000,1.247,0.005
2023-03-07T14:00,27.7,52,0.000,0.000,0.000,1.247,0.005
2023-03-07T15:00,28.8,52,0.000,0.000,0.000,1.247,0.005
2023-03-07T16:00,29.5,52,0.000,0.000,0.000,1.247,0.004
2023-03-07T17:00,28.7,57,0.000,0.000,0.000,1.247,0.003
2023-03-07T18:00,26.6,68,0.000,0.000,0.000,1.247,0.001
2023-03-07T19:00,24.3,78,0.000,0.000,0.000,1.247,0.001
2023-03-07T20:00,23.7,84,0.000,0.000,0.000,1.247,0.000
2023-03-07T21:00,23.7,86,0.000,0.000,0.000,1.247,0.000
2023-03-07T22:00,23.4,86,0.000,0.000,0.000,1.247,0.000
2023-03-07T23:00,23.4,87,0.004,0.000,0.028,1.247,0.000
2023-03-08T00:00,23.7,85,0.000,0.000,0.000,1.247,0.000
2023-03-08T01:00,23.6,83,0.012,0.000,0.083,1.247,0.000
2023-03-08T02:00,25.5,81,0.008,0.000,0.055,1.280,0.000
2023-03-08T03:00,24.5,85,0.000,0.000,0.000,1.280,0.000
2023-03-08T04:00,24.8,86,0.000,0.000,0.000,1.280,0.000
2023-03-08T05:00,24.2,86,0.000,0.000,0.000,1.280,0.000
2023-03-08T06:00,23.8,85,0.000,0.000,0.000,1.280,0.000
2023-03-08T07:00,22.9,85,0.000,0.000,0.000,1.280,0.000
2023-03-08T08:00,21.7,86,0.000,0.000,0.000,1.280,0.000
2023-03-08T09:00,22.1,79,0.000,0.000,0.000,1.280,0.001
2023-03-08T10:00,22.2,78,0.000,0.000,0.000,1.280,0.001
2023-03-08T11:00,23.0,74,0.000,0.000,0.000,1.280,0.002
2023-03-08T12:00,24.0,69,0.000,0.000,0.000,1.280,0.003
2023-03-08T13:00,25.6,65,0.000,0.000,0.000,1.247,0.003
2023-03-08T14:00,27.5,60,0.000,0.000,0.000,1.247,0.005
2023-03-08T15:00,29.3,50,0.000,0.000,0.000,1.247,0.005
2023-03-08T16:00,29.2,50,0.000,0.000,0.000,1.247,0.004
2023-03-08T17:00,28.2,59,0.000,0.000,0.000,1.247,0.002
2023-03-08T18:00,26.3,68,0.000,0.000,0.000,1.247,0.001
2023-03-08T19:00,25.2,74,0.004,0.000,0.028,1.247,0.001
2023-03-08T20:00,25.3,76,0.004,0.000,0.028,1.247,0.000
2023-03-08T21:00,25.2,78,0.000,0.000,0.000,1.247,0.000
2023-03-08T22:00,25.4,77,0.000,0.000,0.000,1.247,0.000
2023-03-08T23:00,25.5,79,0.004,0.000,0.028,1.247,0.000
2023-03-09T00:00,25.8,84,0.024,0.000,0.165,1.247,0.000
2023-03-09T01:00,27.5,83,0.004,0.000,0.028,1.247,0.000
2023-03-09T02:00,28.8,81,0.000,0.000,0.000,1.247,0.000
2023-03-09T03:00,29.5,81,0.000,0.000,0.000,1.247,0.000
2023-03-09T04:00,30.6,80,0.000,0.000,0.000,1.247,0.000
2023-03-09T05:00,30.7,79,0.004,0.000,0.028,1.247,0.001
2023-03-09T06:00,29.0,77,0.000,0.000,0.000,1.247,0.001
2023-03-09T07:00,27.2,78,0.000,0.000,0.000,1.247,0.000
2023-03-09T08:00,25.3,76,0.000,0.000,0.000,1.247,0.001
2023-03-09T09:00,24.0,73,0.000,0.000,0.000,1.247,0.001
2023-03-09T10:00,24.0,71,0.000,0.000,0.000,1.247,0.002
2023-03-09T11:00,24.3,68,0.000,0.000,0.000,1.247,0.002
2023-03-09T12:00,24.8,66,0.000,0.000,0.000,1.247,0.003
2023-03-09T13:00,25.9,61,0.000,0.000,0.000,1.247,0.003
2023-03-09T14:00,27.1,54,0.000,0.000,0.000,1.247,0.005
2023-03-09T15:00,27.2,52,0.000,0.000,0.000,1.247,0.005
2023-03-09T16:00,27.1,52,0.000,0.000,0.000,1.247,0.004
2023-03-09T17:00,26.3,50,0.004,0.000,0.028,1.247,0.003
2023-03-09T18:00,24.5,55,0.000,0.000,0.000,1.247,0.002
2023-03-09T19:00,21.4,68,0.008,0.000,0.055,1.247,0.001
2023-03-09T20:00,21.8,77,0.016,0.000,0.110,1.247,0.000
2023-03-09T21:00,20.7,65,0.000,0.000,0.000,1.247,0.001
2023-03-09T22:00,18.3,59,0.000,0.000,0.000,1.247,0.001
2023-03-09T23:00,15.0,60,0.000,0.000,0.000,1.247,0.001
2023-03-10T00:00,10.4,67,0.000,0.000,0.000,1.247,0.000
2023-03-10T01:00,7.5,72,0.000,0.000,0.000,1.247,0.000
2023-03-10T02:00,6.5,76,0.000,0.000,0.000,1.247,0.000
2023-03-10T03:00,5.8,79,0.000,0.000,0.000,1.247,0.000
2023-03-10T04:00,4.4,79,0.000,0.000,0.000,1.247,0.000
2023-03-10T05:00,2.9,80,0.000,0.000,0.000,1.247,0.000
2023-03-10T06:00,1.9,79,0.000,0.000,0.000,1.247,0.000
2023-03-10T07:00,0.8,79,0.000,0.000,0.000,1.247,0.000
2023-03-10T08:00,0.6,82,0.000,0.000,0.000,1.247,0.000
2023-03-10T09:00,2.3,75,0.000,0.000,0.000,1.247,0.000
2023-03-10T10:00,3.3,67,0.000,0.000,0.000,1.247,0.001
2023-03-10T11:00,4.3,62,0.004,0.004,0.000,1.247,0.001
2023-03-10T12:00,5.4,56,0.000,0.000,0.000,1.247,0.002
2023-03-10T13:00,6.2,54,0.000,0.000,0.000,1.247,0.002
2023-03-10T14:00,6.8,52,0.000,0.000,0.000,1.247,0.003
2023-03-10T15:00,7.2,52,0.000,0.000,0.000,1.247,0.002
2023-03-10T16:00,6.9,52,0.000,0.000,0.000,1.247,0.002
2023-03-10T17:00,6.3,54,0.000,0.000,0.000,1.247,0.002
2023-03-10T18:00,5.1,59,0.000,0.000,0.000,1.247,0.001
2023-03-10T19:00,3.6,65,0.000,0.000,0.000,1.247,0.000
2023-03-10T20:00,4.0,70,0.000,0.000,0.000,1.247,0.000
2023-03-10T21:00,2.9,72,0.000,0.000,0.000,1.247,0.000
2023-03-10T22:00,1.4,76,0.000,0.000,0.000,1.247,0.000
2023-03-10T23:00,0.3,79,0.000,0.000,0.000,1.247,0.000
2023-03-11T00:00,-1.7,80,0.000,0.000,0.000,1.247,0.000
2023-03-11T01:00,-3.4,79,0.000,0.000,0.000,1.247,0.000
2023-03-11T02:00,-4.5,78,0.000,0.000,0.000,1.247,0.000
2023-03-11T03:00,-5.9,78,0.000,0.000,0.000,1.247,0.000
2023-03-11T04:00,-7.0,78,0.000,0.000,0.000,1.247,0.000
2023-03-11T05:00,-8.2,79,0.000,0.000,0.000,1.247,0.000
2023-03-11T06:00,-9.4,81,0.000,0.000,0.000,1.247,0.000
2023-03-11T07:00,-11.2,84,0.000,0.000,0.000,1.247,0.000
2023-03-11T08:00,-13.7,82,0.000,0.000,0.000,1.247,0.000
2023-03-11T09:00,-11.6,81,0.000,0.000,0.000,1.247,0.000
2023-03-11T10:00,-3.7,70,0.000,0.000,0.000,1.247,0.001
2023-03-11T11:00,2.6,58,0.000,0.000,0.000,1.247,0.002
2023-03-11T12:00,6.0,52,0.000,0.000,0.000,1.247,0.003
2023-03-11T13:00,9.4,48,0.000,0.000,0.000,1.247,0.003
2023-03-11T14:00,12.4,43,0.000,0.000,0.000,1.247,0.004
2023-03-11T15:00,15.0,40,0.000,0.000,0.000,1.247,0.004
2023-03-11T16:00,16.3,39,0.000,0.000,0.000,1.247,0.003
2023-03-11T17:00,16.2,43,0.000,0.000,0.000,1.247,0.002
2023-03-11T18:00,14.0,54,0.000,0.000,0.000,1.247,0.001
2023-03-11T19:00,10.4,69,0.000,0.000,0.000,1.247,0.000
2023-03-11T20:00,10.1,75,0.000,0.000,0.000,1.247,0.000
2023-03-11T21:00,10.9,76,0.000,0.000,0.000,1.247,0.000
2023-03-11T22:00,11.0,76,0.000,0.000,0.000,1.247,0.000
2023-03-11T23:00,10.7,75,0.000,0.000,0.000,1.247,0.000
2023-03-12T00:00,8.3,79,0.000,0.000,0.000,1.247,0.000
2023-03-12T01:00,7.1,79,0.000,0.000,0.000,1.247,0.000
2023-03-12T02:00,5.8,81,0.000,0.000,0.000,1.247,0.000
2023-03-12T03:00,4.9,80,0.000,0.000,0.000,1.247,0.000
2023-03-12T04:00,4.1,80,0.000,0.000,0.000,1.247,0.000
2023-03-12T05:00,3.3,79,0.000,0.000,0.000,1.247,0.000
2023-03-12T06:00,3.0,77,0.000,0.000,0.000,1.247,0.000
2023-03-12T07:00,3.6,74,0.000,0.000,0.000,1.247,0.000
2023-03-12T08:00,3.7,74,0.000,0.000,0.000,1.247,0.000
2023-03-12T09:00,7.0,65,0.000,0.000,0.000,1.247,0.001
2023-03-12T10:00,12.0,54,0.000,0.000,0.000,1.247,0.002
2023-03-12T11:00,15.8,50,0.000,0.000,0.000,1.247,0.003
2023-03-12T12:00,19.5,47,0.000,0.000,0.000,1.247,0.004
2023-03-12T13:00,22.6,45,0.000,0.000,0.000,1.247,0.004
2023-03-12T14:00,25.1,44,0.000,0.000,0.000,1.247,0.004
2023-03-12T15:00,26.6,46,0.000,0.000,0.000,1.247,0.004
2023-03-12T16:00,27.8,48,0.000,0.000,0.000,1.247,0.004
2023-03-12T17:00,27.5,54,0.000,0.000,0.000,1.247,0.003
2023-03-12T18:00,26.1,62,0.000,0.000,0.000,1.247,0.001
2023-03-12T19:00,24.5,71,0.000,0.000,0.000,1.247,0.001
2023-03-12T20:00,23.9,77,0.000,0.000,0.000,1.247,0.000
2023-03-12T21:00,24.3,81,0.004,0.000,0.028,1.247,0.000
2023-03-12T22:00,24.5,83,0.004,0.000,0.028,1.247,0.000
2023-03-12T23:00,24.8,85,0.016,0.004,0.083,1.247,0.000
2023-03-13T00:00,25.6,84,0.004,0.000,0.028,1.247,0.000
2023-03-13T01:00,26.0,84,0.008,0.000,0.055,1.247,0.000
2023-03-13T02:00,26.9,86,0.012,0.000,0.083,1.247,0.000
2023-03-13T03:00,28.0,88,0.004,0.000,0.028,1.247,0.000
2023-03-13T04:00,28.4,89,0.004,0.000,0.028,1.247,0.000
2023-03-13T05:00,28.6,90,0.008,0.000,0.055,1.280,0.000
2023-03-13T06:00,28.8,91,0.008,0.000,0.055,1.280,0.000
2023-03-13T07:00,29.0,90,0.008,0.000,0.055,1.280,0.000
2023-03-13T08:00,28.0,82,0.008,0.000,0.055,1.280,0.001
2023-03-13T09:00,25.9,74,0.000,0.000,0.000,1.280,0.001
2023-03-13T10:00,24.4,69,0.004,0.000,0.028,1.280,0.002
2023-03-13T11:00,23.6,63,0.004,0.000,0.028,1.280,0.002
2023-03-13T12:00,23.4,61,0.004,0.000,0.028,1.280,0.003
2023-03-13T13:00,23.3,59,0.004,0.000,0.055,1.280,0.003
2023-03-13T14:00,23.1,58,0.008,0.000,0.055,1.280,0.003
2023-03-13T15:00,22.1,58,0.008,0.000,0.055,1.280,0.003
2023-03-13T16:00,21.4,55,0.004,0.000,0.028,1.280,0.003
2023-03-13T17:00,20.3,57,0.004,0.000,0.028,1.280,0.002
2023-03-13T18:00,19.0,59,0.000,0.000,0.000,1.280,0.002
2023-03-13T19:00,16.7,67,0.000,0.000,0.000,1.280,0.001
2023-03-13T20:00,14.4,75,0.000,0.000,0.000,1.280,0.000
2023-03-13T21:00,13.6,77,0.000,0.000,0.000,1.280,0.000
2023-03-13T22:00,12.9,79,0.000,0.000,0.000,1.280,0.000
2023-03-13T23:00,11.9,79,0.000,0.000,0.000,1.280,0.000
2023-03-14T00:00,10.9,81,0.000,0.000,0.000,1.280,0.000
2023-03-14T01:00,9.4,84,0.000,0.000,0.000,1.280,0.000
2023-03-14T02:00,7.7,83,0.000,0.000,0.000,1.280,0.000
2023-03-14T03:00,7.3,83,0.000,0.000,0.000,1.280,0.000
2023-03-14T04:00,7.3,84,0.000,0.000,0.000,1.280,0.000
2023-03-14T05:00,9.3,86,0.000,0.000,0.000,1.280,0.000
2023-03-14T06:00,9.6,86,0.000,0.000,0.000,1.280,0.000
2023-03-14T07:00,9.1,85,0.000,0.000,0.000,1.280,0.000
2023-03-14T08:00,11.3,86,0.004,0.000,0.028,1.312,0.000
2023-03-14T09:00,13.9,79,0.004,0.000,0.028,1.312,0.001
2023-03-14T10:00,15.3,72,0.008,0.000,0.055,1.312,0.001
2023-03-14T11:00,16.7,64,0.004,0.000,0.028,1.312,0.003
2023-03-14T12:00,17.6,60,0.008,0.000,0.055,1.312,0.003
2023-03-14T13:00,18.3,57,0.008,0.000,0.055,1.312,0.004
2023-03-14T14:00,19.1,54,0.004,0.000,0.028,1.345,0.004
2023-03-14T15:00,19.5,52,0.000,0.000,0.000,1.345,0.004
2023-03-14T16:00,19.4,54,0.004,0.000,0.028,1.345,0.003
2023-03-14T17:00,19.4,55,0.004,0.000,0.028,1.345,0.002
2023-03-14T18:00,18.5,59,0.004,0.000,0.028,1.345,0.001
2023-03-14T19:00,16.2,76,0.004,0.000,0.028,1.345,0.000
2023-03-14T20:00,14.5,82,0.004,0.000,0.028,1.345,0.000
2023-03-14T21:00,13.4,85,0.004,0.000,0.028,1.345,0.000
2023-03-14T22:00,12.2,85,0.000,0.000,0.000,1.345,0.000
2023-03-14T23:00,10.3,85,0.000,0.000,0.000,1.345,0.000
2023-03-15T00:00,6.9,87,0.000,0.000,0.000,1.345,0.000
2023-03-15T01:00,7.7,88,0.000,0.000,0.000,1.345,0.000
2023-03-15T02:00,8.3,88,0.000,0.000,0.000,1.345,0.000
2023-03-15T03:00,7.2,90,0.000,0.000,0.000,1.345,0.000
2023-03-15T04:00,6.8,91,0.000,0.000,0.000,1.345,0.000
2023-03-15T05:00,6.1,92,0.000,0.000,0.000,1.345,0.000
2023-03-15T06:00,4.9,89,0.000,0.000,0.000,1.345,0.000
2023-03-15T07:00,3.2,87,0.000,0.000,0.000,1.345,0.000
2023-03-15T08:00,-2.4,86,0.000,0.000,0.000,1.345,0.000
2023-03-15T09:00,1.1,83,0.000,0.000,0.000,1.345,0.000
2023-03-15T10:00,8.1,71,0.000,0.000,0.000,1.345,0.002
2023-03-15T11:00,14.0,64,0.000,0.000,0.000,1.345,0.003
2023-03-15T12:00,17.7,54,0.000,0.000,0.000,1.345,0.005
2023-03-15T13:00,19.9,46,0.000,0.000,0.000,1.345,0.006
2023-03-15T14:00,21.2,45,0.000,0.000,0.000,1.345,0.006
2023-03-15T15:00,22.0,45,0.000,0.000,0.000,1.345,0.006
2023-03-15T16:00,21.6,47,0.000,0.000,0.000,1.312,0.005
2023-03-15T17:00,20.1,47,0.000,0.000,0.000,1.312,0.003
2023-03-15T18:00,16.2,59,0.000,0.000,0.000,1.312,0.001
2023-03-15T19:00,12.2,67,0.000,0.000,0.000,1.312,0.000
2023-03-15T20:00,11.2,70,0.000,0.000,0.000,1.312,0.000
2023-03-15T21:00,11.4,64,0.000,0.000,0.000,1.312,0.000
2023-03-15T22:00,11.2,64,0.000,0.000,0.000,1.312,0.000
2023-03-15T23:00,9.5,65,0.000,0.000,0.000,1.312,0.000
2023-03-16T00:00,7.5,66,0.000,0.000,0.000,1.312,0.000
2023-03-16T01:00,5.5,67,0.000,0.000,0.000,1.312,0.000
2023-03-16T02:00,3.8,69,0.000,0.000,0.000,1.312,0.000
2023-03-16T03:00,-3.7,76,0.000,0.000,0.000,1.312,0.000
2023-03-16T04:00,-5.3,79,0.000,0.000,0.000,1.312,0.000
2023-03-16T05:00,-6.5,82,0.000,0.000,0.000,1.312,0.000
2023-03-16T06:00,-4.7,83,0.000,0.000,0.000,1.312,0.000
2023-03-16T07:00,-8.2,85,0.000,0.000,0.000,1.312,0.000
2023-03-16T08:00,-7.5,85,0.000,0.000,0.000,1.312,0.000
2023-03-16T09:00,-4.9,83,0.000,0.000,0.000,1.312,0.000
2023-03-16T10:00,5.3,55,0.000,0.000,0.000,1.312,0.002
2023-03-16T11:00,11.6,57,0.000,0.000,0.000,1.312,0.003
2023-03-16T12:00,18.2,46,0.000,0.000,0.000,1.312,0.005
2023-03-16T13:00,21.8,41,0.000,0.000,0.000,1.312,0.006
2023-03-16T14:00,23.9,39,0.000,0.000,0.000,1.312,0.006
2023-03-16T15:00,25.1,38,0.000,0.000,0.000,1.312,0.006
2023-03-16T16:00,25.5,40,0.000,0.000,0.000,1.312,0.005
2023-03-16T17:00,24.3,44,0.000,0.000,0.000,1.312,0.004
2023-03-16T18:00,20.2,56,0.000,0.000,0.000,1.312,0.002
2023-03-16T19:00,16.6,63,0.000,0.000,0.000,1.312,0.000
2023-03-16T20:00,15.8,69,0.000,0.000,0.000,1.312,0.000
2023-03-16T21:00,13.2,75,0.000,0.000,0.000,1.312,0.000
2023-03-16T22:00,7.8,82,0.000,0.000,0.000,1.312,0.000
2023-03-16T23:00,6.4,85,0.000,0.000,0.000,1.312,0.000
2023-03-17T00:00,4.6,86,0.000,0.000,0.000,1.312,0.000
2023-03-17T01:00,3.0,89,0.000,0.000,0.000,1.312,0.000
2023-03-17T02:00,2.0,90,0.000,0.000,0.000,1.312,0.000
2023-03-17T03:00,0.5,91,0.000,0.000,0.000,1.312,0.000
2023-03-17T04:00,1.1,92,0.000,0.000,0.000,1.312,0.000
2023-03-17T05:00,0.4,92,0.000,0.000,0.000,1.312,0.000
2023-03-17T06:00,-2.0,91,0.000,0.000,0.000,1.312,0.000
2023-03-17T07:00,-4.1,89,0.000,0.000,0.000,1.312,0.000
2023-03-17T08:00,-3.4,83,0.000,0.000,0.000,1.312,0.000
2023-03-17T09:00,-0.4,83,0.000,0.000,0.000,1.312,0.001
2023-03-17T10:00,11.1,54,0.000,0.000,0.000,1.312,0.002
2023-03-17T11:00,16.9,59,0.000,0.000,0.000,1.280,0.004
2023-03-17T12:00,24.0,57,0.000,0.000,0.000,1.280,0.006
2023-03-17T13:00,29.3,50,0.000,0.000,0.000,1.280,0.008
2023-03-17T14:00,32.3,49,0.000,0.000,0.000,1.280,0.008
2023-03-17T15:00,33.3,53,0.000,0.000,0.000,1.280,0.008
2023-03-17T16:00,32.4,55,0.000,0.000,0.000,1.280,0.006
2023-03-17T17:00,32.0,44,0.000,0.000,0.000,1.280,0.004
2023-03-17T18:00,33.8,37,0.000,0.000,0.000,1.280,0.003
2023-03-17T19:00,22.4,62,0.000,0.000,0.000,1.280,0.001
2023-03-17T20:00,25.5,65,0.000,0.000,0.000,1.280,0.000
2023-03-17T21:00,24.1,67,0.000,0.000,0.000,1.280,0.000
2023-03-17T22:00,21.5,69,0.000,0.000,0.000,1.280,0.000
2023-03-17T23:00,18.6,73,0.000,0.000,0.000,1.280,0.000
2023-03-18T00:00,17.2,77,0.000,0.000,0.000,1.280,0.000
2023-03-18T01:00,15.9,80,0.000,0.000,0.000,1.280,0.000
2023-03-18T02:00,14.0,83,0.000,0.000,0.000,1.280,0.000
2023-03-18T03:00,11.3,85,0.000,0.000,0.000,1.280,0.000
2023-03-18T04:00,9.1,86,0.000,0.000,0.000,1.280,0.000
2023-03-18T05:00,7.7,85,0.000,0.000,0.000,1.280,0.000
2023-03-18T06:00,6.6,85,0.000,0.000,0.000,1.280,0.000
2023-03-18T07:00,5.9,85,0.000,0.000,0.000,1.280,0.000
2023-03-18T08:00,5.9,85,0.000,0.000,0.000,1.280,0.000
2023-03-18T09:00,10.5,76,0.000,0.000,0.000,1.280,0.001
2023-03-18T10:00,19.6,65,0.000,0.000,0.000,1.280,0.003
2023-03-18T11:00,28.4,52,0.000,0.000,0.000,1.280,0.005
2023-03-18T12:00,33.7,48,0.000,0.000,0.000,1.280,0.007
2023-03-18T13:00,37.1,47,0.000,0.000,0.000,1.280,0.008
2023-03-18T14:00,39.3,46,0.000,0.000,0.000,1.280,0.009
2023-03-18T15:00,40.2,46,0.000,0.000,0.000,1.280,0.008
2023-03-18T16:00,40.4,47,0.000,0.000,0.000,1.247,0.007
2023-03-18T17:00,39.6,49,0.000,0.000,0.000,1.247,0.005
2023-03-18T18:00,36.0,59,0.000,0.000,0.000,1.247,0.003
2023-03-18T19:00,32.4,68,0.000,0.000,0.000,1.247,0.001
2023-03-18T20:00,31.7,73,0.000,0.000,0.000,1.247,0.000
2023-03-18T21:00,30.2,75,0.000,0.000,0.000,1.247,0.000
2023-03-18T22:00,27.7,81,0.000,0.000,0.000,1.247,0.000
